u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,rule,lts,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
275047646,3493141395,0,77512181,2,Via Marziano Ciotti,secondary,,"LINESTRING (782616.4220632754 5118078.669204095, 782622.550168131 5118098.447142744, 782626.2858500159 5118109.541716436, 782629.1305996091 5118117.978753633)",41.290000000000006,m12,4,1.6145938634872437,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275047789,1812888011,0,77512280,2,Via San Martino,primary,,"LINESTRING (782234.7882880641 5111800.536840097, 782241.7545318438 5111908.741071481)",108.402,m12,4,2.4536361694335938,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275047789,3506971378,0,60589436,,Via San Martino,residential,,"LINESTRING (782234.7882880641 5111800.536840097, 782126.8312773056 5111823.66297703, 782030.4236159783 5111832.781328178, 781947.8675004146 5111843.172110332, 781924.9685914639 5111846.495604828)",312.55400000000003,m9,2,1.94260573387146,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
275047789,3741329882,0,"[77512280, 1098283969, 1098283970]",2,Via San Martino,primary,,"LINESTRING (782234.7882880641 5111800.536840097, 782232.1587337351 5111742.521597203, 782235.1811725176 5111651.532717008, 782236.1485601268 5111631.169460538, 782239.6615755723 5111553.763778905, 782244.6724958625 5111436.034586131, 782251.4841953609 5111314.513753657, 782253.62327552 5111244.749316727, 782259.0376027984 5111171.639566694, 782273.0132568146 5111098.31115181, 782276.7353747005 5111080.702088809)",722.1320000000001,m12,4,2.2930235862731934,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275047807,912298224,0,77512210,2,,primary,,"LINESTRING (783300.430502842 5116827.427271886, 783368.3954497728 5116895.9589076545)",96.329,m12,4,3.385228395462036,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275047807,912293688,0,77512210,2,,primary,,"LINESTRING (783300.430502842 5116827.427271886, 783237.3262213637 5116743.611805976, 783178.0908626576 5116625.772921428, 783123.3115541465 5116508.586058382, 783057.5271011095 5116340.7450893, 783010.4881682594 5116194.089891426, 782974.4954262134 5115998.388973781, 782954.7105675684 5115899.687910195, 782929.9772140766 5115803.542005438, 782912.9741348396 5115745.151268535, 782893.8716380144 5115687.966370486, 782856.0694774481 5115573.058770365, 782835.7309576193 5115513.445655268)",1403.443,m12,4,2.101252794265747,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048618,1902148479,0,77512366,1,Via Roma,secondary,,"LINESTRING (782653.4888132524 5118680.6893783985, 782653.3156280748 5118676.060873709)",4.631,m12,4,4.034554481506348,3-5: mild,1.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048618,1902148592,0,62353626,,Via Roma,secondary,,"LINESTRING (782653.4888132524 5118680.6893783985, 782654.030544844 5118688.730691061, 782654.826378002 5118711.380095662, 782655.1454702653 5118742.346686788, 782653.5443189943 5118791.450621683, 782649.9388556043 5118820.1206577225, 782644.1323350773 5118845.861126206, 782642.6936225649 5118872.003604234, 782642.391384695 5118899.167176118, 782641.6531690452 5118916.501777919)",236.74499999999998,m12,4,4.981259822845459,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048618,912298892,0,179776428,2,Via Giuseppe Verdi,primary,,"LINESTRING (782653.4888132524 5118680.6893783985, 782657.8172314395 5118675.745359674, 782661.7846245491 5118669.237086753, 782668.4172865897 5118655.7707624845, 782687.1650157743 5118623.869456533, 782707.9440208073 5118593.553886433, 782718.1305178246 5118576.510709828, 782724.8626351769 5118562.570268498, 782727.0948073415 5118556.616545545, 782745.1951217444 5118508.2520331675, 782755.0796364502 5118484.013673553)",222.293,m12,4,1.7168992757797241,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048618,912294208,0,1000479913,2,Via Aristide Zenari,primary,,"LINESTRING (782653.4888132524 5118680.6893783985, 782647.8142795675 5118683.789868778, 782642.9001131193 5118685.166323175, 782627.9922067679 5118688.0188266, 782613.0503617264 5118690.936601231, 782549.8714256473 5118701.938492873)",105.75899999999999,m12,4,4.705159664154053,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048626,1902148592,0,62353626,,Via Roma,secondary,,"LINESTRING (782617.5183235796 5118989.048823741, 782637.1477772673 5118933.328488112, 782641.6531690452 5118916.501777919)",76.461,m12,4,8.306828498840332,8-10: hard,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048626,3710631528,0,62353626,,Via Roma,secondary,,"LINESTRING (782617.5183235796 5118989.048823741, 782609.0604647069 5119013.575830848, 782603.6843558125 5119032.845198185)",45.93,m12,4,4.407754421234131,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275048626,912294208,0,77512101,,Via Castello,residential,,"LINESTRING (782617.5183235796 5118989.048823741, 782592.6368184688 5118983.58060392, 782589.5933881047 5118977.951208464, 782585.7746139471 5118922.907816943, 782580.6237576408 5118852.805802257, 782575.5234297304 5118781.603903378, 782566.0826488428 5118754.83695754, 782549.8714256473 5118701.938492873)",312.24199999999996,m9,2,4.74934720993042,3-5: mild,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
275052691,3471819403,0,77512189,2,,primary,,"LINESTRING (781640.2932852805 5118845.258327792, 781565.1275101759 5118855.774412433, 781549.8910071678 5118857.556646815, 781534.9090879565 5118858.849611205, 781516.2992731561 5118859.2966795685, 781492.8545218678 5118858.230052686, 781429.1033460577 5118853.518480645)",211.56799999999998,m12,4,39.89666748046875,>20: impossible,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
275052691,2208780228,0,128298707,2,,primary,,"LINESTRING (781640.2932852805 5118845.258327792, 781669.3043362949 5118841.5268855775, 781761.7986907017 5118830.851844797, 781792.2582478442 5118829.269606544, 781827.3268813733 5118829.402677275, 781841.6941169619 5118830.208646646, 781853.2351546872 5118831.574854269, 781865.9807382913 5118833.998555273, 781896.2739436519 5118840.737140195, 781948.2205061712 5118854.017374483, 781958.7173972025 5118855.714255163, 781969.2021502581 5118856.330630597, 781976.1649710304 5118855.816219992, 781983.0615341964 5118853.884791367)",345.67799999999994,m12,4,46.72361755371094,>20: impossible,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
295257285,2142863130,0,204276926,,,track,,"LINESTRING (782348.6735331654 5110393.43193702, 782426.684418762 5110373.672816315, 782436.6737427239 5110376.1140793385, 782439.8227451085 5110387.481522204, 782449.4360134974 5110677.618098553, 782454.4261379971 5110698.967984739, 782458.7402993147 5110724.907195202, 782454.9695329848 5110766.963199106, 782455.5577457736 5110784.147036707, 782476.8928408464 5110888.136167324, 782487.1221870012 5110929.277692213, 782499.1858196363 5110998.8942016745, 782563.2108736444 5111266.496733166, 782570.9648446138 5111302.99322735, 782649.9960391521 5111560.755907947)",1300.9920000000002,m15,2,1.6238504648208618,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
295257285,3741329882,0,1098283970,2,Via San Martino,primary,,"LINESTRING (782348.6735331654 5110393.43193702, 782348.3937807651 5110397.4939359585, 782334.6942757859 5110595.508006452, 782320.396582478 5110822.36380688, 782313.1373086718 5110909.305585759, 782293.4061353469 5111001.830668856, 782276.7353747005 5111080.702088809)",692.173,m12,4,1.728307843208313,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
295279410,912294506,0,77512210,2,,primary,,"LINESTRING (782584.9708636287 5114863.1872481555, 782591.1061042552 5114906.089656901, 782599.0252690963 5114943.87488863, 782602.6235338394 5114958.681505342, 782608.6506060131 5114980.580885727, 782619.7187345151 5115017.386819452, 782630.6254970566 5115047.950494922, 782641.0101529962 5115073.045767016, 782657.5060476706 5115110.313577255, 782673.421208665 5115146.908923162)",298.421,m12,4,1.8786659240722656,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
295279410,2142860777,0,77512280,2,Via San Martino,primary,,"LINESTRING (782584.9708636287 5114863.1872481555, 782580.2652956126 5114793.963986929, 782579.6617166561 5114774.474544107, 782570.7480284306 5114604.386933331)",259.14,m12,4,1.574796199798584,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
318694337,2143843984,0,77512139,2,Via Vittorio Veneto,residential,,"LINESTRING (782479.732397202 5116468.342914787, 782481.2938033559 5116499.611458577, 782478.8359631344 5116537.48628147)",69.246,m9,2,1.3833109140396118,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
318694337,2143843981,0,179118619,2,Via San Martino,tertiary,,"LINESTRING (782479.732397202 5116468.342914787, 782468.0072993157 5116496.560751227, 782450.684440654 5116518.118731097, 782396.9574512143 5116566.890928702)",130.58800000000002,m10,3,1.307043433189392,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694337,3868226372,0,179118619,2,Via San Martino,tertiary,,"LINESTRING (782479.732397202 5116468.342914787, 782480.6634209603 5116448.144801357, 782475.6196451769 5116410.826032802, 782470.705386926 5116381.273418468)",87.809,m10,3,1.4289085865020752,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694350,912287486,0,743622538,2,Via San Martino,tertiary,,"LINESTRING (782161.306215852 5116921.731430432, 782160.9103866939 5116903.943914316, 782163.0931898843 5116884.438091845, 782171.781393969 5116859.108339478, 782183.5406009009 5116834.309695974, 782200.3573245711 5116804.043559805, 782204.5534178172 5116798.291442383)",133.309,m10,3,0.7625749707221985,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694350,912306334,0,901928425,2,Via San Martino,tertiary,,"LINESTRING (782161.306215852 5116921.731430432, 782166.2140782229 5116980.676259805, 782167.8020103236 5117027.187809799, 782172.0183084608 5117042.501468648)",121.536,m10,3,1.0822639465332031,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694358,318694360,0,1243205392,,Viale Stazione,residential,50,"LINESTRING (782281.0286139394 5117167.766237486, 782375.7150820118 5117027.669926128)",168.909,m9,2,1.1581764221191406,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
318694358,912306334,0,901928425,2,Via San Martino,tertiary,,"LINESTRING (782281.0286139394 5117167.766237486, 782214.2971158968 5117089.60676449, 782172.0183084608 5117042.501468648)",165.777,m10,3,1.472527265548706,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694358,912296187,0,1075178267,2,Via Stazione,tertiary,,"LINESTRING (782281.0286139394 5117167.766237486, 782297.1502125416 5117189.195374152, 782320.362370434 5117229.711527017, 782351.4838318636 5117281.614638192, 782394.9510118675 5117353.904966196, 782428.8914611442 5117410.258407841, 782433.0788364636 5117418.456574301)",293.016,m10,3,1.6513067483901978,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694360,318694358,0,1243205392,,Viale Stazione,residential,50,"LINESTRING (782375.7150820118 5117027.669926128, 782281.0286139394 5117167.766237486)",168.909,m9,2,1.1550489664077759,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
318694360,4537860106,0,28982718,,Via dell'Omo,residential,50,"LINESTRING (782375.7150820118 5117027.669926128, 782386.9966561571 5117031.886238157, 782400.4031684322 5117037.848294929, 782416.4096799222 5117049.519332755, 782480.5826545027 5117106.431462885, 782573.7119918158 5117164.824512478)",241.613,m9,2,1.8493452072143555,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
318694369,3481947933,0,77512076,2,Via dell'Omo,primary,,"LINESTRING (782755.29680585 5117526.787399, 782760.3612116708 5117540.281445432)",14.403,m12,4,1.781714916229248,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
318694369,1865801228,0,77512112,1,,primary,,"LINESTRING (782755.29680585 5117526.787399, 782752.0386302774 5117527.806062776, 782748.5280689644 5117527.922379705, 782745.914083387 5117527.389786173, 782741.8564608856 5117525.276376186, 782740.2965213911 5117523.868331304, 782739.3207755701 5117522.20890502)",18.144000000000005,m12,4,2.616042375564575,0-3: flat,1.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
318694388,912292111,0,77512156,2,Via Stazione,tertiary,,"LINESTRING (782513.8083629741 5117608.712995572, 782507.0968023617 5117587.8061171835)",21.944,m10,3,2.486241102218628,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694388,912294908,0,77512156,2,Via Stazione,tertiary,,"LINESTRING (782513.8083629741 5117608.712995572, 782520.9148850883 5117630.617868091)",23.015,m10,3,2.2802789211273193,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694398,3927767057,0,40551685,2,Via Nuova,residential,,"LINESTRING (782866.6461802801 5118132.940056325, 782817.8321828293 5118105.991219115)",55.602,m9,2,0.8842542767524719,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
318694398,912282520,0,"[77512076, 77512188]",2,"['Piazzale San Floriano', ""Via dell'Omo""]",primary,,"LINESTRING (782866.6461802801 5118132.940056325, 782868.5723172606 5118123.231280163, 782870.6184197355 5118113.772987767, 782878.4510458399 5118077.526839798, 782879.8868306956 5118065.201247873, 782881.8906460272 5118037.225523022, 782881.1883101051 5118014.068221009, 782876.0857970903 5117970.588971839, 782872.0323963368 5117949.459144071, 782870.1244148781 5117939.506505808)",195.65,m12,4,1.3028000593185425,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
318694398,912297730,0,383541394,2,Piazzale San Floriano,unclassified,,"LINESTRING (782866.6461802801 5118132.940056325, 782881.7580810895 5118128.21581703, 782894.0989880392 5118124.35453761)",28.676000000000002,m10,3,1.697713017463684,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
318694398,912298174,0,"[77512075, 901928423]",2,"['Piazzale San Floriano', 'Via Giuseppe Verdi']",primary,,"LINESTRING (782866.6461802801 5118132.940056325, 782864.3460683033 5118140.527277071, 782861.0351847259 5118148.724712785, 782852.9399985075 5118162.513042734, 782847.2531890705 5118173.40647644, 782844.5782997628 5118180.230431541, 782829.7718623681 5118230.283333519, 782812.7625009561 5118295.710486012)",172.09300000000002,m12,4,1.4026728868484497,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
318694413,912302147,0,28982719,1,,primary,,"LINESTRING (783288.201961703 5116943.455268975, 783319.6380286872 5116909.436375863)",46.248,m12,4,3.8705387115478516,3-5: mild,1.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
318694413,912296263,0,77512138,2,,primary,,"LINESTRING (783288.201961703 5116943.455268975, 783223.579863189 5116950.76669187, 783176.7456171839 5116960.659966258, 783130.8678814527 5116977.32259487, 783090.0361976094 5117003.693533568, 783052.2996823844 5117040.294906749, 783029.822045984 5117070.564760275, 783010.3564722651 5117103.311899453, 782967.4883643629 5117182.686445326)",428.02099999999996,m12,4,3.264890193939209,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
